country,subregion,date,lat,long,confirmed,dead,recovered,new_cases,daily_dead
Afghanistan,NA,2020-02-24,33,65,1,0,0,1,0
Afghanistan,NA,2020-02-25,33,65,1,0,0,0,0
Afghanistan,NA,2020-02-26,33,65,1,0,0,0,0
Afghanistan,NA,2020-02-27,33,65,1,0,0,0,0
Afghanistan,NA,2020-02-28,33,65,1,0,0,0,0
Afghanistan,NA,2020-02-29,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-01,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-02,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-03,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-04,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-05,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-06,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-07,33,65,1,0,0,0,0
Afghanistan,NA,2020-03-08,33,65,4,0,0,3,0
Afghanistan,NA,2020-03-09,33,65,4,0,0,0,0
Afghanistan,NA,2020-03-10,33,65,5,0,0,1,0
Afghanistan,NA,2020-03-11,33,65,7,0,0,2,0
Afghanistan,NA,2020-03-12,33,65,7,0,0,0,0
Afghanistan,NA,2020-03-13,33,65,7,0,0,0,0
Afghanistan,NA,2020-03-14,33,65,11,0,0,4,0
Afghanistan,NA,2020-03-15,33,65,16,0,0,5,0
Afghanistan,NA,2020-03-16,33,65,21,0,1,5,0
Afghanistan,NA,2020-03-17,33,65,22,0,1,1,0
Afghanistan,NA,2020-03-18,33,65,22,0,1,0,0
Afghanistan,NA,2020-03-19,33,65,22,0,1,0,0
Afghanistan,NA,2020-03-20,33,65,24,0,1,2,0
Afghanistan,NA,2020-03-21,33,65,24,0,1,0,0
Afghanistan,NA,2020-03-22,33,65,40,1,1,16,1
Afghanistan,NA,2020-03-23,33,65,40,1,1,0,0
Afghanistan,NA,2020-03-24,33,65,74,1,1,34,0
Afghanistan,NA,2020-03-25,33,65,84,2,2,10,1
Afghanistan,NA,2020-03-26,33,65,94,4,2,10,2
Afghanistan,NA,2020-03-27,33,65,110,4,2,16,0
Afghanistan,NA,2020-03-28,33,65,110,4,2,0,0
Afghanistan,NA,2020-03-29,33,65,120,4,2,10,0
Afghanistan,NA,2020-03-30,33,65,170,4,2,50,0
Afghanistan,NA,2020-03-31,33,65,174,4,5,4,0
Afghanistan,NA,2020-04-01,33,65,237,4,5,63,0
Afghanistan,NA,2020-04-02,33,65,273,6,10,36,2
Afghanistan,NA,2020-04-03,33,65,281,6,10,8,0
Afghanistan,NA,2020-04-04,33,65,299,7,10,18,1
Afghanistan,NA,2020-04-05,33,65,349,7,15,50,0
Afghanistan,NA,2020-04-06,33,65,367,11,18,18,4
Afghanistan,NA,2020-04-07,33,65,423,14,18,56,3
Afghanistan,NA,2020-04-08,33,65,444,14,29,21,0
Afghanistan,NA,2020-04-09,33,65,484,15,32,40,1
Afghanistan,NA,2020-04-10,33,65,521,15,32,37,0
Afghanistan,NA,2020-04-11,33,65,555,18,32,34,3
Afghanistan,NA,2020-04-12,33,65,607,18,32,52,0
Afghanistan,NA,2020-04-13,33,65,665,21,32,58,3
Afghanistan,NA,2020-04-14,33,65,714,23,40,49,2
Afghanistan,NA,2020-04-15,33,65,784,25,43,70,2
Afghanistan,NA,2020-04-16,33,65,840,30,54,56,5
Afghanistan,NA,2020-04-17,33,65,906,30,99,66,0
Afghanistan,NA,2020-04-18,33,65,933,30,112,27,0
Afghanistan,NA,2020-04-19,33,65,996,33,131,63,3
Afghanistan,NA,2020-04-20,33,65,1026,36,135,30,3
Afghanistan,NA,2020-04-21,33,65,1092,36,150,66,0
Afghanistan,NA,2020-04-22,33,65,1176,40,166,84,4
Afghanistan,NA,2020-04-23,33,65,1279,42,179,103,2
Afghanistan,NA,2020-04-24,33,65,1351,43,188,72,1
Afghanistan,NA,2020-04-25,33,65,1463,47,188,112,4
Afghanistan,NA,2020-04-26,33,65,1531,50,207,68,3
Afghanistan,NA,2020-04-27,33,65,1703,57,220,172,7
Afghanistan,NA,2020-04-28,33,65,1828,58,228,125,1
Afghanistan,NA,2020-04-29,33,65,1939,60,252,111,2
Afghanistan,NA,2020-04-30,33,65,2171,64,260,232,4
Afghanistan,NA,2020-05-01,33,65,2335,68,310,164,4
Afghanistan,NA,2020-05-02,33,65,2469,72,331,134,4
Afghanistan,NA,2020-05-03,33,65,2704,85,345,235,13
Afghanistan,NA,2020-05-04,33,65,2894,90,397,190,5
Afghanistan,NA,2020-05-05,33,65,3224,95,421,330,5
Afghanistan,NA,2020-05-06,33,65,3392,104,458,168,9
Afghanistan,NA,2020-05-07,33,65,3563,106,468,171,2
Afghanistan,NA,2020-05-08,33,65,3778,109,472,215,3
Afghanistan,NA,2020-05-09,33,65,4033,115,502,255,6
Afghanistan,NA,2020-05-10,33,65,4402,120,558,369,5
Afghanistan,NA,2020-05-11,33,65,4687,122,558,285,2
Afghanistan,NA,2020-05-12,33,65,4963,127,610,276,5
Afghanistan,NA,2020-05-13,33,65,5226,132,648,263,5
Afghanistan,NA,2020-05-14,33,65,5639,136,691,413,4
Afghanistan,NA,2020-05-15,33,65,6053,153,745,414,17
Afghanistan,NA,2020-05-16,33,65,6402,168,745,349,15
Afghanistan,NA,2020-05-17,33,65,6664,169,778,262,1
Afghanistan,NA,2020-05-18,33,65,7072,173,801,408,4
Afghanistan,NA,2020-05-19,33,65,7653,178,850,581,5
Afghanistan,NA,2020-05-20,33,65,8145,187,930,492,9
Afghanistan,NA,2020-05-21,33,65,8676,193,938,531,6
Afghanistan,NA,2020-05-22,33,65,9216,205,996,540,12
Afghanistan,NA,2020-05-23,33,65,9998,216,1040,782,11
Afghanistan,NA,2020-05-24,33,65,10582,218,1075,584,2
Albania,NA,2020-01-22,41.1533,20.1683,0,0,0,NA,NA
Albania,NA,2020-01-23,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-24,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-25,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-26,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-27,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-28,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-29,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-30,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-01-31,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-01,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-02,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-03,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-04,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-05,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-06,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-07,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-08,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-09,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-10,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-11,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-12,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-13,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-14,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-15,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-16,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-17,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-18,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-19,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-20,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-21,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-22,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-23,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-24,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-25,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-26,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-27,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-28,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-02-29,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-01,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-02,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-03,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-04,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-05,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-06,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-07,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-08,41.1533,20.1683,0,0,0,0,0
Albania,NA,2020-03-09,41.1533,20.1683,2,0,0,2,0
Albania,NA,2020-03-10,41.1533,20.1683,10,0,0,8,0
Albania,NA,2020-03-11,41.1533,20.1683,12,1,0,2,1
Albania,NA,2020-03-12,41.1533,20.1683,23,1,0,11,0
Albania,NA,2020-03-13,41.1533,20.1683,33,1,0,10,0
Albania,NA,2020-03-14,41.1533,20.1683,38,1,0,5,0
Albania,NA,2020-03-15,41.1533,20.1683,42,1,0,4,0
Albania,NA,2020-03-16,41.1533,20.1683,51,1,0,9,0
Albania,NA,2020-03-17,41.1533,20.1683,55,1,0,4,0
Albania,NA,2020-03-18,41.1533,20.1683,59,2,0,4,1
Albania,NA,2020-03-19,41.1533,20.1683,64,2,0,5,0
Albania,NA,2020-03-20,41.1533,20.1683,70,2,0,6,0
Albania,NA,2020-03-21,41.1533,20.1683,76,2,2,6,0
Albania,NA,2020-03-22,41.1533,20.1683,89,2,2,13,0
Albania,NA,2020-03-23,41.1533,20.1683,104,4,2,15,2
Albania,NA,2020-03-24,41.1533,20.1683,123,5,10,19,1
Albania,NA,2020-03-25,41.1533,20.1683,146,5,17,23,0
Albania,NA,2020-03-26,41.1533,20.1683,174,6,17,28,1
Albania,NA,2020-03-27,41.1533,20.1683,186,8,31,12,2
Albania,NA,2020-03-28,41.1533,20.1683,197,10,31,11,2
Albania,NA,2020-03-29,41.1533,20.1683,212,10,33,15,0
Albania,NA,2020-03-30,41.1533,20.1683,223,11,44,11,1
Albania,NA,2020-03-31,41.1533,20.1683,243,15,52,20,4
Albania,NA,2020-04-01,41.1533,20.1683,259,15,67,16,0
Albania,NA,2020-04-02,41.1533,20.1683,277,16,76,18,1
Albania,NA,2020-04-03,41.1533,20.1683,304,17,89,27,1
Albania,NA,2020-04-04,41.1533,20.1683,333,20,99,29,3
Albania,NA,2020-04-05,41.1533,20.1683,361,20,104,28,0
Albania,NA,2020-04-06,41.1533,20.1683,377,21,116,16,1
Albania,NA,2020-04-07,41.1533,20.1683,383,22,131,6,1
Albania,NA,2020-04-08,41.1533,20.1683,400,22,154,17,0
Albania,NA,2020-04-09,41.1533,20.1683,409,23,165,9,1
Albania,NA,2020-04-10,41.1533,20.1683,416,23,182,7,0
Albania,NA,2020-04-11,41.1533,20.1683,433,23,197,17,0
Albania,NA,2020-04-12,41.1533,20.1683,446,23,217,13,0
Albania,NA,2020-04-13,41.1533,20.1683,467,23,232,21,0
Albania,NA,2020-04-14,41.1533,20.1683,475,24,248,8,1
Albania,NA,2020-04-15,41.1533,20.1683,494,25,251,19,1
Albania,NA,2020-04-16,41.1533,20.1683,518,26,277,24,1
Albania,NA,2020-04-17,41.1533,20.1683,539,26,283,21,0
Albania,NA,2020-04-18,41.1533,20.1683,548,26,302,9,0
Albania,NA,2020-04-19,41.1533,20.1683,562,26,314,14,0
Albania,NA,2020-04-20,41.1533,20.1683,584,26,327,22,0
Albania,NA,2020-04-21,41.1533,20.1683,609,26,345,25,0
Albania,NA,2020-04-22,41.1533,20.1683,634,27,356,25,1
Albania,NA,2020-04-23,41.1533,20.1683,663,27,385,29,0
Albania,NA,2020-04-24,41.1533,20.1683,678,27,394,15,0
Albania,NA,2020-04-25,41.1533,20.1683,712,27,403,34,0
Albania,NA,2020-04-26,41.1533,20.1683,726,28,410,14,1
Albania,NA,2020-04-27,41.1533,20.1683,736,28,422,10,0
Albania,NA,2020-04-28,41.1533,20.1683,750,30,431,14,2
Albania,NA,2020-04-29,41.1533,20.1683,766,30,455,16,0
Albania,NA,2020-04-30,41.1533,20.1683,773,31,470,7,1
Albania,NA,2020-05-01,41.1533,20.1683,782,31,488,9,0
Albania,NA,2020-05-02,41.1533,20.1683,789,31,519,7,0
Albania,NA,2020-05-03,41.1533,20.1683,795,31,531,6,0
Albania,NA,2020-05-04,41.1533,20.1683,803,31,543,8,0
Albania,NA,2020-05-05,41.1533,20.1683,820,31,570,17,0
Albania,NA,2020-05-06,41.1533,20.1683,832,31,595,12,0
Albania,NA,2020-05-07,41.1533,20.1683,842,31,605,10,0
Albania,NA,2020-05-08,41.1533,20.1683,850,31,620,8,0
Albania,NA,2020-05-09,41.1533,20.1683,856,31,627,6,0
Albania,NA,2020-05-10,41.1533,20.1683,868,31,650,12,0
Albania,NA,2020-05-11,41.1533,20.1683,872,31,654,4,0
Albania,NA,2020-05-12,41.1533,20.1683,876,31,682,4,0
Albania,NA,2020-05-13,41.1533,20.1683,880,31,688,4,0
Albania,NA,2020-05-14,41.1533,20.1683,898,31,694,18,0
Albania,NA,2020-05-15,41.1533,20.1683,916,31,705,18,0
Albania,NA,2020-05-16,41.1533,20.1683,933,31,714,17,0
Albania,NA,2020-05-17,41.1533,20.1683,946,31,715,13,0
Albania,NA,2020-05-18,41.1533,20.1683,948,31,727,2,0
Albania,NA,2020-05-19,41.1533,20.1683,949,31,742,1,0
Albania,NA,2020-05-20,41.1533,20.1683,964,31,758,15,0
Albania,NA,2020-05-21,41.1533,20.1683,969,31,771,5,0
Albania,NA,2020-05-22,41.1533,20.1683,981,31,777,12,0
Albania,NA,2020-05-23,41.1533,20.1683,989,31,783,8,0
Albania,NA,2020-05-24,41.1533,20.1683,998,32,789,9,1
Algeria,NA,2020-01-22,28.0339,1.6596,0,0,0,NA,NA
Algeria,NA,2020-01-23,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-24,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-25,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-26,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-27,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-28,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-29,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-30,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-01-31,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-01,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-02,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-03,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-04,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-05,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-06,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-07,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-08,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-09,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-10,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-11,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-12,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-13,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-14,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-15,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-16,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-17,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-18,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-19,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-20,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-21,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-22,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-23,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-24,28.0339,1.6596,0,0,0,0,0
Algeria,NA,2020-02-25,28.0339,1.6596,1,0,0,1,0
Algeria,NA,2020-02-26,28.0339,1.6596,1,0,0,0,0
Algeria,NA,2020-02-27,28.0339,1.6596,1,0,0,0,0
Algeria,NA,2020-02-28,28.0339,1.6596,1,0,0,0,0
Algeria,NA,2020-02-29,28.0339,1.6596,1,0,0,0,0
Algeria,NA,2020-03-01,28.0339,1.6596,1,0,0,0,0
Algeria,NA,2020-03-02,28.0339,1.6596,3,0,0,2,0
Algeria,NA,2020-03-03,28.0339,1.6596,5,0,0,2,0
Algeria,NA,2020-03-04,28.0339,1.6596,12,0,0,7,0
Algeria,NA,2020-03-05,28.0339,1.6596,12,0,0,0,0
Algeria,NA,2020-03-06,28.0339,1.6596,17,0,0,5,0
Algeria,NA,2020-03-07,28.0339,1.6596,17,0,0,0,0
Algeria,NA,2020-03-08,28.0339,1.6596,19,0,0,2,0
Algeria,NA,2020-03-09,28.0339,1.6596,20,0,0,1,0
Algeria,NA,2020-03-10,28.0339,1.6596,20,0,0,0,0
Algeria,NA,2020-03-11,28.0339,1.6596,20,0,0,0,0
Algeria,NA,2020-03-12,28.0339,1.6596,24,1,8,4,1
Algeria,NA,2020-03-13,28.0339,1.6596,26,2,8,2,1
Algeria,NA,2020-03-14,28.0339,1.6596,37,3,12,11,1
Algeria,NA,2020-03-15,28.0339,1.6596,48,4,12,11,1
Algeria,NA,2020-03-16,28.0339,1.6596,54,4,12,6,0
Algeria,NA,2020-03-17,28.0339,1.6596,60,4,12,6,0
Algeria,NA,2020-03-18,28.0339,1.6596,74,7,12,14,3
Algeria,NA,2020-03-19,28.0339,1.6596,87,9,32,13,2
Algeria,NA,2020-03-20,28.0339,1.6596,90,11,32,3,2
Algeria,NA,2020-03-21,28.0339,1.6596,139,15,32,49,4
Algeria,NA,2020-03-22,28.0339,1.6596,201,17,65,62,2
Algeria,NA,2020-03-23,28.0339,1.6596,230,17,65,29,0
Algeria,NA,2020-03-24,28.0339,1.6596,264,19,24,34,2
Algeria,NA,2020-03-25,28.0339,1.6596,302,21,65,38,2
Algeria,NA,2020-03-26,28.0339,1.6596,367,25,29,65,4
Algeria,NA,2020-03-27,28.0339,1.6596,409,26,29,42,1
Algeria,NA,2020-03-28,28.0339,1.6596,454,29,31,45,3
Algeria,NA,2020-03-29,28.0339,1.6596,511,31,31,57,2
Algeria,NA,2020-03-30,28.0339,1.6596,584,35,37,73,4
Algeria,NA,2020-03-31,28.0339,1.6596,716,44,46,132,9
Algeria,NA,2020-04-01,28.0339,1.6596,847,58,61,131,14
Algeria,NA,2020-04-02,28.0339,1.6596,986,86,61,139,28
Algeria,NA,2020-04-03,28.0339,1.6596,1171,105,62,185,19
Algeria,NA,2020-04-04,28.0339,1.6596,1251,130,90,80,25
Algeria,NA,2020-04-05,28.0339,1.6596,1320,152,90,69,22
Algeria,NA,2020-04-06,28.0339,1.6596,1423,173,90,103,21
Algeria,NA,2020-04-07,28.0339,1.6596,1468,193,113,45,20
Algeria,NA,2020-04-08,28.0339,1.6596,1572,205,237,104,12
Algeria,NA,2020-04-09,28.0339,1.6596,1666,235,347,94,30
Algeria,NA,2020-04-10,28.0339,1.6596,1761,256,405,95,21
Algeria,NA,2020-04-11,28.0339,1.6596,1825,275,460,64,19
Algeria,NA,2020-04-12,28.0339,1.6596,1914,293,591,89,18
Algeria,NA,2020-04-13,28.0339,1.6596,1983,313,601,69,20
Algeria,NA,2020-04-14,28.0339,1.6596,2070,326,691,87,13
Algeria,NA,2020-04-15,28.0339,1.6596,2160,336,708,90,10
Algeria,NA,2020-04-16,28.0339,1.6596,2268,348,783,108,12
Algeria,NA,2020-04-17,28.0339,1.6596,2418,364,846,150,16
Algeria,NA,2020-04-18,28.0339,1.6596,2534,367,894,116,3
Algeria,NA,2020-04-19,28.0339,1.6596,2629,375,1047,95,8
Algeria,NA,2020-04-20,28.0339,1.6596,2718,384,1099,89,9
Algeria,NA,2020-04-21,28.0339,1.6596,2811,392,1152,93,8
Algeria,NA,2020-04-22,28.0339,1.6596,2910,402,1204,99,10
Algeria,NA,2020-04-23,28.0339,1.6596,3007,407,1355,97,5
Algeria,NA,2020-04-24,28.0339,1.6596,3127,415,1408,120,8
Algeria,NA,2020-04-25,28.0339,1.6596,3256,419,1479,129,4
Algeria,NA,2020-04-26,28.0339,1.6596,3382,425,1508,126,6
Algeria,NA,2020-04-27,28.0339,1.6596,3517,432,1558,135,7
Algeria,NA,2020-04-28,28.0339,1.6596,3649,437,1651,132,5
Algeria,NA,2020-04-29,28.0339,1.6596,3848,444,1702,199,7
Algeria,NA,2020-04-30,28.0339,1.6596,4006,450,1779,158,6
Algeria,NA,2020-05-01,28.0339,1.6596,4154,453,1821,148,3
Algeria,NA,2020-05-02,28.0339,1.6596,4295,459,1872,141,6
Algeria,NA,2020-05-03,28.0339,1.6596,4474,463,1936,179,4
Algeria,NA,2020-05-04,28.0339,1.6596,4648,465,1998,174,2
Algeria,NA,2020-05-05,28.0339,1.6596,4838,470,2067,190,5
Algeria,NA,2020-05-06,28.0339,1.6596,4997,476,2197,159,6
Algeria,NA,2020-05-07,28.0339,1.6596,5182,483,2323,185,7
Algeria,NA,2020-05-08,28.0339,1.6596,5369,488,2467,187,5
Algeria,NA,2020-05-09,28.0339,1.6596,5558,494,2546,189,6
Algeria,NA,2020-05-10,28.0339,1.6596,5723,502,2678,165,8
Algeria,NA,2020-05-11,28.0339,1.6596,5891,507,2841,168,5
Algeria,NA,2020-05-12,28.0339,1.6596,6067,515,2998,176,8
Algeria,NA,2020-05-13,28.0339,1.6596,6253,522,3058,186,7
Algeria,NA,2020-05-14,28.0339,1.6596,6442,529,3158,189,7
Algeria,NA,2020-05-15,28.0339,1.6596,6629,536,3271,187,7
Algeria,NA,2020-05-16,28.0339,1.6596,6821,542,3409,192,6
Algeria,NA,2020-05-17,28.0339,1.6596,7019,548,3507,198,6
Algeria,NA,2020-05-18,28.0339,1.6596,7201,555,3625,182,7
Algeria,NA,2020-05-19,28.0339,1.6596,7377,561,3746,176,6
Algeria,NA,2020-05-20,28.0339,1.6596,7542,568,3968,165,7
Algeria,NA,2020-05-21,28.0339,1.6596,7728,575,4062,186,7
Algeria,NA,2020-05-22,28.0339,1.6596,7918,582,4256,190,7
Algeria,NA,2020-05-23,28.0339,1.6596,8113,592,4426,195,10
Algeria,NA,2020-05-24,28.0339,1.6596,8306,600,4784,193,8
Andorra,NA,2020-01-22,42.5063,1.5218,0,0,0,NA,NA
Andorra,NA,2020-01-23,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-24,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-25,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-26,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-27,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-28,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-29,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-30,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-01-31,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-01,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-02,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-03,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-04,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-05,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-06,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-07,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-08,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-09,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-10,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-11,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-12,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-13,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-14,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-15,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-16,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-17,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-18,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-19,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-20,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-21,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-22,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-23,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-24,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-25,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-26,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-27,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-28,42.5063,1.5218,0,0,0,0,0
Andorra,NA,2020-02-29,42.5063,1.5218,0,0,0,0,0
